OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
142,Polygon,1,142,2,Aumuller St,288717,Hospitalisation,2006,September,Thursday,21,Hit pedestrian,Hit pedestrian,145.758983,-16.930908,Aumuller St,<Null>,Bungalow,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Westcourt - Bungalow,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,0,Ped'N: Hit Other,Other,0,1,0,0,1,1,0,0,0,0,1,0,0.001156,0
143,Polygon,1,143,2,Beaudesert - Beenleigh Rd,69506,Hospitalisation,2006,June,Wednesday,5,Angle,Multi-Vehicle,153.192701,-27.732709,Beaudesert - Beenleigh Rd,<Null>,Bahrs Scrub,Logan City,4207,Beenleigh,Logan,South Eastern,SEQ South,South Coast,Wolffdene - Bahrs Scrub,Beenleigh,Logan - Beaudesert,Major Cities,Macalister,Forde,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,2,0,0,0,0,0,0,0.001204,0
144,Polygon,1,144,2,Brisbane - Beenleigh Rd,94080,Hospitalisation,2006,November,Friday,13,Hit object,Single Vehicle,153.118466,-27.651426,Brisbane - Beenleigh Rd,<Null>,Kingston,Logan City,4114,Logan Central,Logan,South Eastern,SEQ South,South Coast,Kingston (qld.),Springwood - Kingston,Logan - Beaudesert,Major Cities,Waterford,Rankin,State-controlled,Merge Lane,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,305,Veh'S Same Direction: Lane Side Swipe,Lane changes,0,1,0,0,1,1,0,1,0,0,0,0,0.001203,0
145,Polygon,1,145,2,Browns Plains Rd,98326,Fatal,2006,January,Monday,13,Hit object,Single Vehicle,153.104407,-27.682138,Browns Plains Rd,<Null>,Marsden,Logan City,4132,Crestmead,Logan,South Eastern,SEQ South,South Coast,Marsden,Browns Plains,Logan - Beaudesert,Major Cities,Woodridge,Rankin,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,1,1,0,0,2,1,0,0,0,0,0,0,0.001203,0
146,Polygon,1,146,2,Cherbourg - Wondai Rd,316445,Hospitalisation,2006,August,Sunday,2,Hit object,Single Vehicle,151.949073,-26.303953,Cherbourg - Wondai Rd,<Null>,Cherbourg,Cherbourg Aboriginal Shire,4605,Cherbourg,South West,Southern,Southern,North Coast and Wide Bay/Burnett,Kingaroy Region - North,Burnett,Wide Bay,Inner Regional,Nanango,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Straight,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001196,0
147,Polygon,1,147,2,Clifford St,224467,Hospitalisation,2006,September,Thursday,16,Angle,Multi-Vehicle,151.947386,-27.561032,Clifford St,<Null>,Toowoomba City,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba North,Groom,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,1,1,0,0,0,0,0,0.001203,0
148,Polygon,1,148,2,Cotlew St E,170656,Hospitalisation,2006,August,Sunday,17,Fall from vehicle,Single Vehicle,153.408686,-27.990441,Cotlew St E,<Null>,Southport,Gold Coast City,4215,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Southport - South,Southport,Gold Coast,Major Cities,Southport,Moncrieff,Locally-controlled,Median Opening,No traffic control,70 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,2,0,0,2,0,1,0,0,0,0,0,0.001205,0
149,Polygon,1,149,2,Cotswold Rd,186686,Hospitalisation,2006,February,Monday,19,Hit object,Single Vehicle,152.74432,-28.186687,Cotswold Rd,<Null>,Maroon,Scenic Rim Region,4310,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Dip,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001206,0
150,Polygon,3,150,2,Creek Rd,23054,Hospitalisation,2006,April,Monday,15,Angle,Multi-Vehicle,153.081379,-27.538658,Creek Rd,<Null>,Mount Gravatt East,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mount Gravatt,Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.002405,0
151,Polygon,1,151,2,Dalrymple Rd,271396,Hospitalisation,2006,January,Tuesday,11,Overturned,Single Vehicle,146.017737,-18.454532,Dalrymple Rd,<Null>,Abergowrie,Hinchinbrook Shire,4850,Ingham,Townsville,Northern,Northern,North Queensland,Ingham Region,Charters Towers - Ayr - Ingham,Townsville,Remote,Hinchinbrook,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Grade,701,Off Path-Straight: Left Off Cway,Off carriageway on straight,0,1,0,0,1,0,0,1,0,0,0,0,0.001161,0
152,Polygon,1,152,2,Danbulla Rd,285002,Hospitalisation,2006,September,Friday,15,Hit object,Single Vehicle,145.578338,-17.1545,Danbulla Rd,<Null>,Tinaroo,Tablelands Region,4872,Atherton,Far North,Northern,Northern,North Queensland,Malanda - Yungaburra,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001157,0
153,Polygon,1,153,2,Diggings Rd,259303,Hospitalisation,2006,December,Thursday,11,Hit object,Single Vehicle,148.485225,-21.144699,Diggings Rd,<Null>,Eungella,Mackay Region,4757,Finch Hatton,Mackay,Central,Central,Central Queensland,Pioneer Valley,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Level,800,Off Path-Curve: Other,Other,0,1,3,0,4,1,0,0,0,0,0,0,0.001171,0
154,Polygon,1,154,2,El Arish - Mission Beach Rd,294726,Hospitalisation,2006,October,Friday,0,Hit object,Single Vehicle,146.074422,-17.866847,El Arish - Mission Beach Rd,<Null>,Djiru,Cassowary Coast Region,4852,Mission Beach,Far North,Northern,Northern,North Queensland,Johnstone,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,Forestry/National Park Road,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Curved - view obscured,Crest,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001159,0
155,Polygon,1,155,2,Enterprise St,280936,Hospitalisation,2006,July,Monday,8,Angle,Multi-Vehicle,146.711697,-19.26072,Enterprise St,<Null>,Bohle,Townsville City,4818,Townsville,Townsville,Northern,Northern,North Queensland,Mount Louisa,Townsville,Townsville,Outer Regional,Townsville,Herbert,Locally-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001164,0
156,Polygon,1,156,2,Eurimbula Rd,306902,Hospitalisation,2006,February,Tuesday,11,Hit object,Single Vehicle,151.847361,-24.189844,Eurimbula Rd,<Null>,Eurimbula,Gladstone Region,4677,Agnes Water,Capricornia,Central,Central,Central Queensland,Agnes Water - Miriam Vale,Gladstone,Central Queensland,Outer Regional,Burnett,Flynn,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,0,1,0,0,0,0,0,0.001185,0
157,Polygon,2,157,2,Fong On Bay Rd,285015,Hospitalisation,2006,November,Saturday,14,Head-on,Multi-Vehicle,145.618141,-17.152789,Fong On Bay Rd,<Null>,Danbulla,Tablelands Region,4872,Atherton,Far North,Northern,Northern,North Queensland,Malanda - Yungaburra,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Straight,Crest,201,Veh'S Opposite Approach: Head On,Head-on,0,3,0,0,3,2,0,0,0,0,0,0,0.002314,0
158,Polygon,1,158,2,Garbutt - Upper Ross Rd,272976,Hospitalisation,2006,November,Tuesday,6,Sideswipe,Multi-Vehicle,146.727331,-19.324931,Garbutt - Upper Ross Rd,<Null>,Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Merge Lane,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,1,0,0,0.001164,0
159,Polygon,1,159,2,Gladstone - Benaraby Rd,243920,Hospitalisation,2006,July,Wednesday,15,Angle,Multi-Vehicle,151.241771,-23.870522,Gladstone - Benaraby Rd,<Null>,Kin Kora,Gladstone Region,4680,Gladstone,Capricornia,Central,Central,Central Queensland,Kin Kora - Sun Valley,Gladstone,Central Queensland,Inner Regional,Gladstone,Flynn,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,0,1,0,0,1,1,0,0,0,0,0,1,0.001183,0
160,Polygon,1,160,2,Gold Coast - Springbrook Rd,180530,Hospitalisation,2006,April,Wednesday,8,Angle,Multi-Vehicle,153.354334,-28.051266,Gold Coast - Springbrook Rd,<Null>,Mudgeeraba,Gold Coast City,4213,Mudgeeraba,Gold Coast,South Eastern,SEQ South,South Coast,Worongary - Tallai,Nerang,Gold Coast,Major Cities,Mudgeeraba,Wright,Locally-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,1,0,2,2,0,0,0,0,0,0,0.001206,0
161,Polygon,3,161,2,Griffith Arterial Rd,46886,Hospitalisation,2006,June,Saturday,8,Hit object,Single Vehicle,153.074283,-27.562004,Griffith Arterial Rd,<Null>,Macgregor,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Macgregor (qld),Mt Gravatt,Brisbane - South,Major Cities,Toohey,Moreton,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,2,0,0,2,2,0,0,0,0,0,0,0.002405,0
162,Polygon,1,162,2,Gympie Arterial Rd,62088,Hospitalisation,2006,August,Saturday,22,Angle,Multi-Vehicle,153.014278,-27.351158,Gympie Arterial Rd,<Null>,Carseldine,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Carseldine,Bald Hills - Everton Park,Brisbane - North,Major Cities,Aspley,Petrie,State-controlled,Median Opening,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view obscured,Crest,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,1,1,0,0,0,0,0,0.001201,0
163,Polygon,1,163,2,High St,248810,Hospitalisation,2006,November,Friday,6,Angle,Multi-Vehicle,150.525157,-23.35841,High St,<Null>,Berserker,Rockhampton Region,4701,North Rockhampton,Capricornia,Central,Central,Central Queensland,Berserker,Rockhampton,Central Queensland,Inner Regional,Rockhampton,Capricornia,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,1,0,0,0,0,0,0.001181,0
164,Polygon,1,164,2,Keeleys Rd,261519,Hospitalisation,2006,January,Saturday,14,Hit object,Single Vehicle,149.210228,-21.092937,Keeleys Rd,<Null>,Slade Point,Mackay Region,4740,Mackay,Mackay,Central,Central,Central Queensland,Slade Point,Mackay,Mackay - Isaac - Whitsunday,Inner Regional,Mackay,Dawson,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,1,2,0,2,0,0,0,0,0,0.001171,0
165,Polygon,2,165,2,Mains Rd,46791,Hospitalisation,2006,April,Thursday,14,Angle,Multi-Vehicle,153.06424,-27.570526,Mains Rd,<Null>,Sunnybank,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Robertson,Nathan,Brisbane - South,Major Cities,Toohey,Moreton,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001368,0
166,Polygon,1,166,2,Mcleod St,288621,Hospitalisation,2006,July,Monday,13,Rear-end,Multi-Vehicle,145.77142,-16.922953,Mcleod St,<Null>,Cairns City,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,0,1,0,0,1,1,1,0,0,0,0,0,0.001156,0
167,Polygon,2,167,2,Moggill Sub-Arterial Rd,29661,Hospitalisation,2006,July,Wednesday,6,Overturned,Single Vehicle,152.903148,-27.534125,Moggill Sub-Arterial Rd,<Null>,Pinjarra Hills,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Pinjarra Hills - Pullenvale,Kenmore - Brookfield - Moggill,Brisbane - West,Major Cities,Moggill,Ryan,State-controlled,Merge Lane,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,801,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.002405,0
168,Polygon,1,168,2,Mooloolaba Rd,154569,Hospitalisation,2006,April,Thursday,13,Sideswipe,Multi-Vehicle,153.09284,-26.677717,Mooloolaba Rd,<Null>,Buderim,Sunshine Coast Region,4556,Maroochydore,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Buderim - South,Buderim,Sunshine Coast,Major Cities,Buderim,Fairfax,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,305,Veh'S Same Direction: Lane Side Swipe,Lane changes,0,1,0,0,1,2,0,0,0,0,0,0,0.001198,0
169,Polygon,1,169,2,Nerang - Broadbeach Rd,162114,Hospitalisation,2006,October,Thursday,16,Rear-end,Multi-Vehicle,153.363826,-28.005545,Nerang - Broadbeach Rd,<Null>,Carrara,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Carrara,Nerang,Gold Coast,Major Cities,Gaven,Moncrieff,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,0,2,0,0,2,1,0,0,1,0,0,0,0.001205,0
170,Polygon,2,170,2,Nicklin Wy,185322,Hospitalisation,2006,May,Saturday,17,Angle,Multi-Vehicle,153.123778,-26.772691,Nicklin Wy,<Null>,Currimundi,Sunshine Coast Region,4551,Kawana Waters,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Aroona - Currimundi,Caloundra,Sunshine Coast,Major Cities,Kawana,Fisher,State-controlled,Median Opening,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,3,0,0,3,2,0,0,0,0,0,0,0.001198,0
171,Polygon,1,171,2,Norris Rd,38639,Hospitalisation,2006,August,Friday,18,Angle,Multi-Vehicle,153.025503,-27.330115,Norris Rd,<Null>,Bracken Ridge,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Bracken Ridge,Sandgate,Brisbane - North,Major Cities,Sandgate,Petrie,Locally-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,2,0,0,0,0,0,0,0.001201,0
172,Polygon,1,172,2,Phillips Rd,202030,Hospitalisation,2006,June,Monday,15,Overturned,Single Vehicle,152.178234,-25.044684,Phillips Rd,<Null>,Pine Creek,Bundaberg Region,4670,South Kolan,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Bundaberg Region - South,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view open,Grade,800,Off Path-Curve: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001189,0
173,Polygon,2,173,2,Port Connection Rd,288375,Hospitalisation,2006,February,Thursday,19,Angle,Multi-Vehicle,145.770849,-16.925708,Port Connection Rd,<Null>,Cairns City,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,State-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,1,2,2,0,0,0,0,0,0,0.002312,0
174,Polygon,1,174,2,Redcliffe Rd,82933,Hospitalisation,2006,February,Thursday,16,Angle,Multi-Vehicle,153.001277,-27.248972,Redcliffe Rd,<Null>,Kallangur,Moreton Bay Region,4503,Petrie,North Brisbane,Brisbane,SEQ North,North Coast and Wide Bay/Burnett,Dakabin - Kallangur,North Lakes,Moreton Bay - South,Major Cities,Murrumba,Dickson,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,0,1,0,0,1,1,0,0,0,1,0,0,0.001201,0
175,Polygon,1,175,2,Robina Town Centre Dr,180512,Hospitalisation,2006,February,Friday,23,Hit pedestrian,Hit pedestrian,153.386112,-28.080631,Robina Town Centre Dr,<Null>,Robina,Gold Coast City,4226,Robina,Gold Coast,South Eastern,SEQ South,South Coast,Robina,Robina,Gold Coast,Major Cities,Mudgeeraba,Mcpherson,Locally-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,7,Ped'N: Hit By Vehicle Enter/Leave D'Way,Pedestrian,0,1,0,0,1,0,1,0,0,0,1,0,0.001206,0
176,Polygon,1,176,2,Rockhampton - Yeppoon Rd,248817,Fatal,2006,December,Saturday,21,Hit pedestrian,Hit pedestrian,150.522474,-23.364218,Rockhampton - Yeppoon Rd,<Null>,Berserker,Rockhampton Region,4701,North Rockhampton,Capricornia,Central,Central,Central Queensland,Berserker,Rockhampton,Central Queensland,Inner Regional,Rockhampton,Capricornia,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,3,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,1,0,0,0,1,1,0,0,0,0,1,0,0.001181,0
177,Polygon,1,177,2,Saffron Dr,185278,Hospitalisation,2006,January,Wednesday,18,Angle,Multi-Vehicle,153.112265,-26.773765,Saffron Dr,<Null>,Currimundi,Sunshine Coast Region,4551,Kawana Waters,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Aroona - Currimundi,Caloundra,Sunshine Coast,Major Cities,Kawana,Fisher,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,1,1,0,0,0,0,0,0.001198,0
178,Polygon,1,178,2,Samsonvale Rd,83121,Hospitalisation,2006,September,Saturday,14,Angle,Multi-Vehicle,152.952244,-27.291179,Samsonvale Rd,<Null>,Joyner,Moreton Bay Region,4500,Petrie,North Brisbane,Brisbane,SEQ North,North Coast and Wide Bay/Burnett,Cashmere,The Hills District,Moreton Bay - South,Major Cities,Pine Rivers,Dickson,Locally-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,2,1,0,3,2,0,0,0,0,0,0,0.001201,0
179,Polygon,1,179,2,Seventy Five Mile Beach Rd,317949,Hospitalisation,2006,November,Saturday,12,Hit object,Single Vehicle,153.354135,-25.009056,Seventy Five Mile Beach Rd,<Null>,Fraser Island,Fraser Coast Region,4581,Fraser Island,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Burrum - Fraser,Maryborough,Wide Bay,Remote,Hervey Bay,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,0,0,0,1,0,0,0,0.001189,0
180,Polygon,1,180,2,Smiths Rd,129847,Hospitalisation,2006,March,Monday,17,Angle,Multi-Vehicle,152.892676,-27.608621,Smiths Rd,<Null>,Goodna,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Goodna,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,304,Veh'S Same Direction: U-Turn,U-turn,0,1,0,0,1,1,1,0,0,0,0,0,0.001203,0
181,Polygon,1,181,2,South East Arterial Rd,11917,Hospitalisation,2006,July,Tuesday,17,Rear-end,Multi-Vehicle,153.024028,-27.473978,South East Arterial Rd,<Null>,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major Cities,Mcconnel,Brisbane,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,301,Veh'S Same Direction: Rear End,Rear-end,0,2,0,0,2,3,0,0,0,0,0,0,0.001202,0
182,Polygon,1,182,2,Teewah Beach Rd,219605,Hospitalisation,2006,December,Saturday,19,Hit pedestrian,Hit pedestrian,153.141603,-26.030894,Teewah Beach Rd,<Null>,Cooloola,Gympie Region,4580,Tin Can Bay,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Cooloola,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,80 - 90 km/h,Unsealed - Wet,Clear,Darkness - Not lighted,Straight,Level,4,Ped'N: Play; Work; Stand; Lie On C'Way,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.001194,0
