OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
198,Polygon,2,198,2,Wide Bay Hwy,207092,Hospitalisation,2006,May,Thursday,4,Overturned,Single Vehicle,152.10833,-26.198352,Wide Bay Hwy,<Null>,Kinbombi,Gympie Region,4601,Goomeri,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,802,Off Path-Curve: Off Cway Left Bend,Off carriageway on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.00239,0
199,Polygon,3,199,2,Balonne Hwy,239081,Fatal,2007,May,Tuesday,11,Sideswipe,Multi-Vehicle,147.408147,-28.023163,Balonne Hwy,<Null>,Bollon,Balonne Shire,4488,Bollon,South West,Southern,Southern,Downs South West,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,500,Veh'S Overtaking: Other,Other,1,0,1,2,4,2,0,0,0,0,0,0,0.003616,0
200,Polygon,13,200,2,Barkly Hwy,304298,Hospitalisation,2007,August,Thursday,11,Overturned,Single Vehicle,137.998245,-19.916012,Barkly Hwy,West St,Camooweal,Mount Isa City,4828,Camooweal,Mount Isa,Northern,Northern,North Queensland,Mount Isa Region,Outback - North,Queensland - Outback,Very Remote,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.012857,0.000001
201,Polygon,14,201,2,Brisbane Valley Hwy,151075,Hospitalisation,2007,October,Sunday,6,Hit object,Single Vehicle,152.631546,-27.413133,Brisbane Valley Hwy,D'Aguilar Hwy,Wivenhoe Pocket,Somerset Region,4306,Lowood,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.013206,0.000001
202,Polygon,484,202,2,Bruce Hwy,148192,Hospitalisation,2007,March,Friday,9,Hit object,Single Vehicle,152.922297,-26.439177,Bruce Hwy,Isis Hwy,Cooroy,Noosa Shire,4563,Cooroy,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Noosa Hinterland,Noosa Hinterland,Sunshine Coast,Inner Regional,Noosa,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Grade,305,Veh'S Same Direction: Lane Side Swipe,Lane changes,0,1,0,0,1,2,0,0,0,0,0,0,0.32162,0.00003
203,Polygon,7,203,2,Bruce Hwy Off Ramp,143888,Hospitalisation,2007,March,Sunday,18,Hit object,Single Vehicle,152.966527,-26.559917,Bruce Hwy Off Ramp,Gympie - Brooloo Rd,Yandina,Sunshine Coast Region,4561,Nambour,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Nicklin,Fairfax,State-controlled,Intersection - Interchange,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view obscured,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,2,0,0,2,0,1,0,0,0,0,0,0.00359,0
204,Polygon,5,204,2,Bruce Hwy On Ramp,273119,Hospitalisation,2007,July,Tuesday,15,Fall from vehicle,Single Vehicle,146.727356,-19.326412,Bruce Hwy On Ramp,Garbutt - Upper Ross Rd,Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Interchange,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,802,Off Path-Curve: Off Cway Left Bend,Off carriageway on curve,0,1,0,0,1,0,1,0,0,0,0,0,0.002328,0
205,Polygon,5,205,2,Bunya Hwy,207124,Hospitalisation,2007,October,Tuesday,13,Angle,Multi-Vehicle,152.027469,-26.207055,Bunya Hwy,Manyung Rd,Manyung,Gympie Region,4605,Goomeri,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,1,0,0,1,2,0,0,0,0,0,0,0.005982,0.000001
206,Polygon,15,206,2,Burnett Hwy,205835,Hospitalisation,2007,March,Friday,22,Hit pedestrian,Hit pedestrian,151.119666,-25.361811,Burnett Hwy,Kingaroy - Barkers Creek Rd,Eidsvold,North Burnett Region,4627,Eidsvold,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Monto - Eidsvold,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Crest,4,Ped'N: Play; Work; Stand; Lie On C'Way,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.017836,0.000002
207,Polygon,33,207,2,Capricorn Hwy,240178,Hospitalisation,2007,March,Wednesday,13,Hit object,Single Vehicle,147.567228,-23.645488,Capricorn Hwy,Mackenzie St,Willows,Central Highlands Region,4702,Anakie,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.034274,0.000003
208,Polygon,109,208,2,Captain Cook Hwy,286919,Hospitalisation,2007,February,Monday,13,Angle,Multi-Vehicle,145.76498,-16.913559,Captain Cook Hwy,Grove St,Cairns North,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,1,1,0,0,0,0,0,0.050165,0.000005
209,Polygon,8,209,2,Carnarvon Hwy,238039,Hospitalisation,2007,March,Monday,17,Overturned,Single Vehicle,148.550027,-25.899598,Carnarvon Hwy,<Null>,Injune,Maranoa Region,4454,Injune,South West,Southern,Southern,Downs South West,Roma Region,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,701,Off Path-Straight: Left Off Cway,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.009563,0.000001
210,Polygon,30,210,2,Cunningham Hwy,186454,Hospitalisation,2007,April,Sunday,14,Hit object,Single Vehicle,152.446504,-28.047326,Cunningham Hwy,Mutdapilly - Coleyville Rd,Clumber,Scenic Rim Region,4309,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,800,Off Path-Curve: Other,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.02774,0.000003
211,Polygon,43,211,2,D'Aguilar Hwy,149626,Hospitalisation,2007,March,Tuesday,4,Overturned,Single Vehicle,152.582249,-26.937988,D'Aguilar Hwy,Esk - Kilcoy Rd,Winya,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,60 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,502,Veh'S Overtaking: Out Of Control,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.02997,0.000003
212,Polygon,1,212,2,D'Aguilar Hwy Service Rd,177873,Hospitalisation,2007,February,Thursday,13,Hit pedestrian,Hit pedestrian,152.777605,-26.955016,D'Aguilar Hwy Service Rd,<Null>,Woodford,Moreton Bay Region,4514,Woodford,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Woodford - Daguilar,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Glass House,Longman,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,0,Ped'N: Hit Other,Other,0,1,0,0,1,1,0,0,0,0,1,0,0.001199,0
213,Polygon,10,213,2,Dawson Hwy,241134,Hospitalisation,2007,April,Monday,6,Hit object,Single Vehicle,151.202573,-24.005448,Dawson Hwy,Park St,Calliope,Gladstone Region,4680,Calliope,Capricornia,Central,Central,Central Queensland,Gladstone Hinterland,Gladstone,Central Queensland,Inner Regional,Callide,Flynn,State-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.008288,0.000001
214,Polygon,13,214,2,Flinders Hwy,269888,Hospitalisation,2007,August,Wednesday,5,Hit object,Single Vehicle,146.305452,-20.058093,Flinders Hwy,Hynch St,Breddan,Charters Towers Region,4820,Charters Towers,Townsville,Northern,Northern,North Queensland,Dalrymple,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,2,0,0,2,1,0,0,0,0,0,0,0.012833,0.000001
215,Polygon,2,215,2,Glamorgan Vale Hwy Rd,188853,Hospitalisation,2007,July,Sunday,1,Hit pedestrian,Hit pedestrian,152.674842,-27.529182,Glamorgan Vale Hwy Rd,<Null>,Wanora,Somerset Region,4306,Marburg,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Grade,0,Ped'N: Hit Other,Other,0,1,0,0,1,1,0,0,0,0,1,0,0.001203,0
216,Polygon,10,216,2,Gore Hwy,221547,Fatal,2007,September,Friday,17,Angle,Multi-Vehicle,151.895578,-27.605913,Gore Hwy,Toowoomba - Karara Rd,Drayton,Toowoomba Region,4350,Drayton,Darling Downs,Southern,Southern,Downs South West,Drayton - Harristown,Toowoomba,Toowoomba,Inner Regional,Condamine,Groom,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,1,0,0,0,1,1,0,1,0,0,0,0,0.009631,0.000001
217,Polygon,9,217,2,Gregory Hwy,241501,Hospitalisation,2007,June,Sunday,17,Overturned,Single Vehicle,147.844408,-22.983889,Gregory Hwy,<Null>,Hibernia,Central Highlands Region,4723,Capella,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,702,Off Path-Straight: Right Off Cway,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.010624,0.000001
218,Polygon,24,218,2,Isis Hwy,199976,Hospitalisation,2007,May,Friday,17,Hit object,Single Vehicle,151.889771,-25.61247,Isis Hwy,Isis Hwy Service Rd,Coalstoun Lakes,North Burnett Region,4621,Biggenden,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,400,Veh'S Manoeuvring: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.018104,0.000002
219,Polygon,64,219,2,Kennedy Hwy,284971,Hospitalisation,2007,April,Sunday,18,Angle,Multi-Vehicle,145.494981,-17.284994,Kennedy Hwy,Malanda - Atherton Rd,Atherton,Tablelands Region,4883,Atherton,Far North,Northern,Northern,North Queensland,Atherton,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Grade,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,2,2,0,4,2,0,0,0,0,0,0,0.03837,0.000004
220,Polygon,12,220,2,Landsborough Hwy,239904,Hospitalisation,2007,April,Friday,8,Hit object,Single Vehicle,147.005897,-26.29919,Landsborough Hwy,<Null>,Clara Creek,Murweh Shire,4468,Morven,South West,Southern,Southern,Downs South West,Charleville,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,Bridge/Causeway,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,2,0,1,3,1,0,0,0,0,0,0,0.014163,0.000001
221,Polygon,12,221,2,Leichhardt Hwy,232078,Fatal,2007,November,Monday,20,Non-collision - miscellaneous,Other,150.299337,-28.442766,Leichhardt Hwy,Moonie Hwy,Goondiwindi,Goondiwindi Region,4390,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Goondiwindi,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,900,Pass & Misc: Other,Other,1,0,0,0,1,0,1,1,0,0,0,0,0.013165,0.000001
222,Polygon,1,222,2,Mitchell Hwy,239921,Hospitalisation,2007,November,Thursday,4,Hit animal,Other,146.232128,-26.466131,Mitchell Hwy,<Null>,Charleville,Murweh Shire,4470,Charleville,South West,Southern,Southern,Downs South West,Charleville,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,609,Pass & Misc: Hit Animal,Hit animal,0,1,0,0,1,0,1,0,0,0,0,1,0.001196,0
223,Polygon,3,223,2,Moonie Hwy,230028,Hospitalisation,2007,November,Friday,10,Hit object,Single Vehicle,150.985218,-27.322871,Moonie Hwy,<Null>,Ducklo,Western Downs Region,4405,Dalby,South West,Southern,Southern,Downs South West,Wambo,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,2,0,3,1,0,0,0,0,0,0,0.003605,0
224,Polygon,19,224,2,Mt Lindesay Hwy,67760,Hospitalisation,2007,January,Saturday,10,Head-on,Multi-Vehicle,152.977015,-28.014502,Mt Lindesay Hwy,Mundoolun Rd,Cryna,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,4,0,0,4,2,0,0,0,0,0,0,0.01205,0.000001
225,Polygon,69,225,2,New England Hwy,220832,Hospitalisation,2007,September,Sunday,11,Sideswipe,Multi-Vehicle,151.95046,-27.578386,New England Hwy,South St,South Toowoomba,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,State-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,3,0,0,0,0,0,0,0.046957,0.000004
226,Polygon,1,226,2,Old Bruce Hwy,213149,Hospitalisation,2007,April,Tuesday,21,Hit object,Single Vehicle,152.571469,-25.325168,Old Bruce Hwy,Powerhouse Rd,Howard,Fraser Coast Region,4659,Howard,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Burrum - Fraser,Maryborough,Wide Bay,Inner Regional,Maryborough,Hinkler,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,700,Off Path-Straight: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.00119,0
227,Polygon,1,227,2,Palmerston Hwy,302813,Hospitalisation,2007,September,Saturday,15,Head-on,Multi-Vehicle,145.861922,-17.593316,Palmerston Hwy,<Null>,East Palmerston,Cassowary Coast Region,4860,South Johnstone,Far North,Northern,Northern,North Queensland,Johnstone,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,2,0,0,0,0,0,0,0.001158,0
228,Polygon,7,228,2,Peak Downs Hwy,258392,Fatal,2007,August,Friday,22,Hit object,Single Vehicle,148.936662,-21.336179,Peak Downs Hwy,<Null>,Eton,Mackay Region,4741,Eton,Mackay,Central,Central,Central Queensland,Walkerston - Eton,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,1,0,0,0,1,0,0,1,0,0,0,0,0.008208,0.000001
229,Polygon,2,229,2,Scenic Hwy,254653,Hospitalisation,2007,February,Sunday,12,Rear-end,Multi-Vehicle,150.791756,-23.17751,Scenic Hwy,<Null>,Rosslyn,Livingstone Shire,4703,Yeppoon,Capricornia,Central,Central,Central Queensland,Yeppoon,Rockhampton,Central Queensland,Inner Regional,Keppel,Capricornia,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,302,Veh'S Same Direction: Left Rear,Rear-end,0,1,0,0,1,2,0,0,0,0,0,0,0.00236,0
230,Polygon,84,230,2,Warrego Hwy,151041,Hospitalisation,2007,April,Saturday,12,Hit object,Single Vehicle,152.499142,-27.550354,Warrego Hwy,West St,Prenzlau,Somerset Region,4311,Marburg,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.068492,0.000007
231,Polygon,2,231,2,Wide Bay Hwy,207108,Fatal,2007,February,Sunday,5,Hit object,Single Vehicle,152.154051,-26.169338,Wide Bay Hwy,<Null>,Kinbombi,Gympie Region,4601,Kilkivan,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Grade,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,1,1,0,0,2,1,0,0,0,0,0,0,0.00239,0
232,Polygon,1,232,2,Banfield Hwy,277250,Hospitalisation,2008,December,Sunday,10,Hit object,Single Vehicle,146.578243,-18.746295,Banfield Hwy,Kalkadoon Rd,Palm Island,Palm Island Aboriginal Shire,4816,Palm Island,Townsville,Northern,Northern,North Queensland,Palm Island,Charters Towers - Ayr - Ingham,Townsville,Remote,Townsville,Herbert,Locally-controlled,Intersection - T-Junction,Stop sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Dip,800,Off Path-Curve: Other,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.001162,0
233,Polygon,21,233,2,Barkly Hwy,304310,Hospitalisation,2008,October,Thursday,16,Overturned,Single Vehicle,138.499208,-19.983793,Barkly Hwy,Milne Bay Rd,Barkly,Mount Isa City,4825,Camooweal,Mount Isa,Northern,Northern,North Queensland,Mount Isa Region,Outback - North,Queensland - Outback,Very Remote,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.023384,0.000002
234,Polygon,1,234,2,Barwon Hwy,238459,Hospitalisation,2008,June,Tuesday,16,Hit object,Single Vehicle,148.829203,-28.347339,Barwon Hwy,Carnarvon Hwy,Thallon,Balonne Shire,4497,Thallon,South West,Southern,Southern,Downs South West,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,700,Off Path-Straight: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001207,0
235,Polygon,13,235,2,Brisbane Valley Hwy,150985,Fatal,2008,December,Saturday,8,Angle,Multi-Vehicle,152.629038,-27.410913,Brisbane Valley Hwy,Wivenhoe Pkt Rd,Wivenhoe Pocket,Somerset Region,4306,Lowood,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,1,0,0,0,1,1,1,0,0,0,0,0,0.012103,0.000001
236,Polygon,555,236,2,Bruce Hwy,144087,Hospitalisation,2008,June,Saturday,12,Hit object,Single Vehicle,152.965478,-26.556592,Bruce Hwy,Bruce Hwy Off Ramp,Yandina,Sunshine Coast Region,4561,Nambour,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Nicklin,Fairfax,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,610,Pass & Misc: Load Hit Vehicle,Other,0,1,0,0,1,2,0,0,0,0,0,0,0.347811,0.000033
237,Polygon,3,237,2,Bruce Hwy Off Ramp,150270,Hospitalisation,2008,November,Saturday,17,Hit object,Single Vehicle,153.042079,-26.771655,Bruce Hwy Off Ramp,<Null>,Glenview,Sunshine Coast Region,4553,Beerwah,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Landsborough,Sunshine Coast Hinterland,Sunshine Coast,Inner Regional,Caloundra,Fisher,State-controlled,Intersection - Interchange,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.002396,0
